product_id,name,description,category,price,brand,rating
P2600,Essential Board Game,High-quality board game designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Toys & Games,65.65,HomeStyle,3.9
P2601,Compact Body Lotion,High-quality body lotion designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,297.47,OfficeMax,4.1
P2602,Essential Keyboard,High-quality keyboard designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Electronics,49.55,PureGlow,3.9
P2603,Portable Serum,High-quality serum designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,196.84,HomeStyle,3.6
P2604,Compact Coffee Beans,High-quality coffee beans designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,259.27,TechPro,3.6
P2605,Advanced Pet Food,High-quality pet food designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Pet Supplies,270.05,PlayFun,4.5
P2606,Modern Jacket,High-quality jacket designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,42.45,FitLife,4.6
P2607,Durable Shoes,High-quality shoes designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,266.51,AutoCare,3.9
P2608,Classic Dress,High-quality dress designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,223.79,PetLove,4.7
P2609,Essential Spice Set,High-quality spice set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,51.83,FitLife,3.8
P2610,Compact Body Lotion,High-quality body lotion designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,260.23,PureGlow,3.6
P2611,Classic Chair,High-quality chair designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Office Products,101.77,EcoWear,4.1
P2612,Essential Outdoor Furniture,High-quality outdoor furniture designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Garden & Outdoor,115.26,HomeStyle,4.6
P2613,Premium Sunscreen,High-quality sunscreen designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,20.08,PetLove,4.6
P2614,Wireless Mouse,High-quality mouse designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Electronics,170.28,PureGlow,4.0
P2615,Classic Protein Powder,High-quality protein powder designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,165.11,EcoWear,3.9
P2616,Modern Car Cover,High-quality car cover designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Automotive,278.97,PlayFun,4.9
P2617,Professional Face Wash,High-quality face wash designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,71.0,PureGlow,4.8
P2618,Portable Dash Cam,High-quality dash cam designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Automotive,127.81,GreenGrow,3.6
P2619,Compact Hoodie,High-quality hoodie designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,129.75,TastyBites,4.8
P2620,Modern Coffee Beans,High-quality coffee beans designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,212.55,HomeStyle,4.3
